case_id,mhd_path
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.282512043257574309474415322775,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.282512043257574309474415322775.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.286647622786041008124419915089.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.308183340111270052562662456038.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.314789075871001236641548593165,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.314789075871001236641548593165.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.315214756157389122376518747372,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.315214756157389122376518747372.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.335866409407244673864352309754,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.335866409407244673864352309754.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.458525794434429386945463560826,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.458525794434429386945463560826.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.479402560265137632920333093071,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.479402560265137632920333093071.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.690929968028676628605553365896,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.690929968028676628605553365896.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.756684168227383088294595834066,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.756684168227383088294595834066.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.802595762867498341201607992711,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.802595762867498341201607992711.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.159521777966998275980367008904,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.159521777966998275980367008904.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387.mhd
subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778,data/luna16/subset2/subset2/1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778.mhd
